title,label
"Details, but Little Insight, on Craigslist Killing Suspect",not-clickbait
"Iraqi insurgents guilty of war crimes, says Human Rights Watch",not-clickbait
Australian man arrested at U.S. Capitol building,not-clickbait
Do You Actually Give No Fucks,clickbait
Kendall Jenner And Gigi Hadid Transformed This Homeless Kid Into A Hot Model,clickbait
"Airliner crashes in China, 42 killed",not-clickbait
These Are The Coolest Products From 2015,clickbait
31 Things Anyone Who Owned A PlayStation In The '90s Will Remember,clickbait
How Strong Is The Force With You,clickbait
Aunt hires prostitutes for 12-year-old nephew,not-clickbait
Hint of a Thaw for India and Pakistan,not-clickbait
We Can Tell Whether You Had Sex This Morning With One Simple Question,clickbait
"Here's Our Dream Cast For The Gender-Swapped ""Twilight Reimagined's"" Edythe And Beau",clickbait
What's Your Horoscope For The Week Of November 9,clickbait
Windows 7 gets 'early release' in China; software pirates beat Microsoft to the punch,not-clickbait
"In Zimbabwe, Deal Likely to Fly or Fail This Week",not-clickbait
We Know Your Favorite Dog Breed Based On These Random Questions,clickbait
Kansas Governor Signs Bill on Offering Ultrasounds Before Abortion,not-clickbait
Snarky Texts That All Siblings Send Each Other,clickbait
Signs You're Dating The Wrong Person,clickbait
Jennifer Lawrence Does Her Best Britney Spears Impression In This Endearingly Awkward Video,clickbait
Which Cheap American Beer Are You,clickbait
Brandeis Says It Plans to Sell Art Collection to Raise Cash,not-clickbait
Cavaliers Agree to Sell Stake to Chinese Investment Group,not-clickbait
Watch The Evolution Of Man's Face Over 6 Million Years In Just Over A Minute,clickbait
Einstein's equation turns 100,not-clickbait
Solange Shuts Down Instagram Commenter Who Called Her Son Ugly,clickbait
"Are You Josh Flagg Or Josh Altman From ""Million Dollar Listing""",clickbait
"Adele Wants To Do A Remix Of ""Hotline Bling"" With Drake",clickbait
Zimbabwean police raid MDC party's offices,not-clickbait
11 Charts That Perfectly Sum Up Being A Writer,clickbait
"Amid Poor Auto Ad Sales, Reasons to Be Upbeat",not-clickbait
"The ""Friends"" Creators Can't Stress Enough That A Reboot Will Never Happen",clickbait
"Before the Tea Party, Thank Your Lucky Stars",not-clickbait
Iraq Bombings Shatter Lull,not-clickbait
Australian rules football: West Gippsland Latrobe Football League Finals week one results,not-clickbait
Explosion in Chinese mine kills 25,not-clickbait
Barack Obama elected 44th President of the United States,not-clickbait
"At Rutgers, Old Pals Vaughn and Zurich Call the Tune",not-clickbait
This Privileged Crossword Says Everything About The Patriarchy,clickbait
How Well Do You Know Sandwiches,clickbait
"Donald Trump Wants A Muslim ""Watch List"" So We Made One For Him",clickbait
10 Boozy Drinks For People Who Love Candy,clickbait
The Macy's Thanksgiving Day Parade Quiz,clickbait
"FYI, ABC Just Released An Eight-Minute Clip Of Priyanka Chopra Starrer ""Quantico""",clickbait
UK Celebrity Big Brother loses sponsorship over racism allegations,not-clickbait
Obama withdraws from Trinity United Church,not-clickbait
New U.S. immigration bill proposes time-limit and employer scrutiny,not-clickbait
31 Stocking Stuffers For Every Harry Potter Fan,clickbait
22 Times People On Facebook Issued Some Serious Justice,clickbait
Syrian jail riot kills at least 25,not-clickbait
12 Acapella Christmas Songs To Get You In The Mood,clickbait
28 Tweets About Weddings That Will Make You Laugh Out Loud,clickbait
Mars Opportunity rover passes distance milestone,not-clickbait
You Can Personalize Your Own Adult Coloring Book With Your Name On It,clickbait
Lupita Nyong'o Had The Perfect Response To Lack Of Racial Diversity At The Oscars,clickbait
11 Cookie Lyon Greeting Cards For Every Occasion,clickbait
Which Classic Nintendo 64 Game Are You,clickbait
These Drawings Perfectly Sum Up Your Relationship With Your Partner,clickbait
Swine Flu Is Confirmed in 67 Cadets at the Air Force Academy,not-clickbait
23 Incredibly Thoughtful Gifts Everyone Will Want,clickbait
This Charity Is Transforming Hospitalized Kids Into Superheroes,clickbait
21 Photos That Won't Make Sense If You Weren't A Mid-'00s Teen,clickbait
Turkish-Armenian journalist killed in Turkey,not-clickbait
Noel Gallagher quits Oasis,not-clickbait
15 Most Inspiring Grilled Cheese Sandwiches Of 2015,clickbait
"Ryan Reynolds Really Didn't Mind Being Nude On The ""Deadpool"" Set",clickbait
45 People Who Somehow Managed To Get Their Hand Stuck In A Fucking Jar,clickbait
18 Reasons You Should Avoid Lifting Weights At All Costs,clickbait
23 Adorable Penguin Products You Need In Your Life,clickbait
Thirteen dead after ethnic clashes in Nigeria,not-clickbait
Guatemala arrests Twitter user for inciting financial panic,not-clickbait
Empty Tents at Open Signal Decline in Corporate Spending,not-clickbait
Interview with US political activist and philosopher Noam Chomsky,not-clickbait
Ten US missionaries charged with child kidnapping in Haiti,not-clickbait
17 International Starbucks Items That We Need Immediately,clickbait
21 Things Only Former Baby Lesbians Understand,clickbait
Nightwish added to billing of UK's Bloodstock Open Air festival,not-clickbait
When Do Women Decide To Have Sex,clickbait
"Diwali, As Explained By My Brown Dad",clickbait
"2008 SecuTech Expo starts in Taipei, Taiwan for grasping global security industry",not-clickbait
British Airways announces record losses,not-clickbait
11 Fat-Shaming Confessions,clickbait
Which Kanye West Throwdown Tweet Are You,clickbait
"In Siberia, the Death Knell of a Complex Holding a Deadly Stockpile",not-clickbait
Kimi Räikkönen wins 2007 British Grand Prix,not-clickbait
"Daimler acquires stake in winning team Brawn GP, changes its name to Mercedes Grand Prix",not-clickbait
"Blood Profiling System Flags 5 Cyclists, U.C.I Says",not-clickbait
Apple sues Taiwanese mobile phone maker HTC,not-clickbait
We Know When You're Going To Retire,clickbait
"School on Australia's Sunshine Coast makes staff redundant, requests they apply for 'new' jobs",not-clickbait
Here's The Best Cement Ad You Will Ever See In Your Whole Life,clickbait
We Know Your Zodiac Sign Based On Your Taste In Music,clickbait
My Herpes Doesn't Bother Me. Why Should It Bother You,clickbait
29 People Who Know How Much Pizza Matters To Planet Earth,clickbait
Magic Ties Series With 76ers at 1-1,not-clickbait
27 Things Only Kids From Russian-Speaking Households Understand,clickbait
"Memorial service held for Sir Bobby Robson in Durham Cathedral, England",not-clickbait
"The Hardest ""Fuck, Marry, Kill"" Game Ever For Beauty Addicts",clickbait
Tom Hardy Has Spoken Out About His Hilarious Old Myspace Photos For The First Time,clickbait
You Can Officially Make It Through A Whole Day With Just Star Wars Merch,clickbait
17 Dishes That Prove Japanese Food Is Totally Fucking Insane,clickbait
Southern Sudan's defence minister among those killed in major plane crash,not-clickbait
35 Things That Will Hit You Right In The Childhood,clickbait
23 People Who Completely Get Your Makeup Struggles,clickbait
Here's The Right Kind Of Lube For Every Kind Of Sex,clickbait
How Well Do You Know The Earth,clickbait
San Francisco Giants win first World Series since 1954,not-clickbait
STS-116 launch scrubbed,not-clickbait
Aaron Swartz arrested and charged for downloading JSTOR articles,not-clickbait
Can We Guess Your Personality Based On Your Froyo Order,clickbait
Kentucky Star Forges Identity With Every Point,not-clickbait
We Know Where You Should Travel In 2016 Based On Your Sign,clickbait
21 Wonderful Coats That Are Completely Perfect For Spring,clickbait
Pakistan's President Musharraf resigns; new elections to be held,not-clickbait
Al-Qaida claims responsibility for London 7/7 bombings,not-clickbait
Israeli Army begins forced evacuation of Gaza settlements,not-clickbait
What Is Stressing These People Out,clickbait
Here's What Actually Happens When You Start Lifting Weights,clickbait
Kimi Räikkönen wins 2008 Malaysian Grand Prix,not-clickbait
"Here's What ""Goosebumps"" Would Look Like As A Musical",clickbait
'Expelled' fair use upheld,not-clickbait
12 Insanely Silly Secret Santa Gifts That Won't Break The Bank,clickbait
This Is a Special Keepsake Inauguration Column,not-clickbait
We Need To Talk About Nickelback,clickbait
21 Ridiculous Ways People Have Actually Injured Themselves,clickbait
Watch One Man Transform Into Five Women Through Makeup,clickbait
Feverfew compound gets at leukemia roots,not-clickbait
Can You Match The Iconic Hat To Its TV Show Or Film,clickbait
Obama Poll Sees Doubt on Budget and Health Care,not-clickbait
10 Surprisingly Delicious Ways To Cook With Beer,clickbait
"Renault F1's team boss, top engineer quit as team accepts cheating claim",not-clickbait
Nokia files lawsuit against Apple,not-clickbait
"I'm Black, But I'm Not",clickbait
Flash floods hit Australia's eastern coast,not-clickbait
We Know How Drunk You'll Be On Christmas,clickbait
13 Incredibly Useful Tips Every Spotify User Should Know,clickbait
FDA issues proposed rules requiring calorie content on menus,not-clickbait
"Stricker Leaves Opening, and Clark Slips Into Lead at Colonial",not-clickbait
What Leadership Quality Suits Your Personality,clickbait
Drake Is A Low-Key One Direction Stan,clickbait
Whoopi Goldberg to take Rosie O'Donnell's spot on 'The View',not-clickbait
Light stopped for over a second,not-clickbait
Warsaw court requests testimony from Thatcher and Gorbachev,not-clickbait
"Andrew Marr angers bloggers, describing them as 'inadequate, pimpled and single'",not-clickbait
26 Tweets About Sex That Will Make You Laugh Every Time,clickbait
"Sequel of aftershocks hit O'Higgins, Bíobío and Maule regions in Chile",not-clickbait
This Veterinarian Ate With A Neglected Dog In A Cage To Make Her Feel Comfortable,clickbait
Japan's Prime Minister Fukuda announces resignation,not-clickbait
French Workers Ratchet Up Threats,not-clickbait
NTSB says pilot error caused crash of Colgan Air Flight 3407,not-clickbait
Madoff prosecutors want assets from wife and children,not-clickbait
"In Europe, Possible Survival Lessons for U.S. Papers",not-clickbait
People Are Losing Their Shit At That New Mysterious Adele Advert,clickbait
If Young Adult Book Titles Were Honest,clickbait
"21 Strange, Everyday Objects People Actually Stuck Up Their Butt",clickbait
An Arms Dealer Is Sentenced to 30 Years in a Scheme to Sell Weapons to Terrorists,not-clickbait
US economist tells Portugal to seek bailout,not-clickbait
Can You Really Tell The Difference Between Elena Gilbert And Katherine Pierce,clickbait
Grand Theft Auto under fire,not-clickbait
Bodies found at crash site of US helicopter in Afghanistan,not-clickbait
"Let's See How Well You Remember The First Episode Of ""Misfits""",clickbait
Auto Supplier Lear Said to Prepare Chapter 11 Filing,not-clickbait
French Workers stay at home for Whit Monday,not-clickbait
"21 Reasons You'll Want To Watch ""I'll Be Home For Christmas"" This Holiday",clickbait
Strangers Gave This Dying Groom His Dream Wedding,clickbait
65th human bird flu case reported In Egypt,not-clickbait
Apple reveals new iPod shuffle with voice,not-clickbait
"Which Evan Peters Character Are You From ""American Horror Story""",clickbait
"Environmental Foundation Expires, as It Always Wanted",not-clickbait
We Tried The Makeup Eraser That Claims To Remove All Your Makeup With Just Water,clickbait
Geithner Defends His Approach to Banking Rescue,not-clickbait
Kathy Griffin And Kristin Chenoweth Talk About Their Worst Heckler Stories,clickbait
Haiti might have to postpone elections again,not-clickbait
"H.P. Profit Falls 17%, but Meets Forecasts",not-clickbait
What Your Crush Thinks Of You Based On One Question,clickbait
"The ""High School Musical"" Cast Reveals Facts You Probably Didn't Know",clickbait
This Question Will Determine If You're Ready To Settle Down,clickbait
Dow plunges as oil prices break records,not-clickbait
Can You Name The Flag Of Every Country In The Rugby World Cup,clickbait
Greek parliament passes austerity bill,not-clickbait
We Know Your Favorite Color Based On Your Favorite Celebrity,clickbait
19 Insanely Cute Trays That Will Help Keep Your Things Organized,clickbait
San Francisco mayor Gavin Newsom to run for governor of California,not-clickbait
AMBER alert issued in Maryland for missing teenaged boys,not-clickbait
Pope gets feeding tube through nose,not-clickbait
Liberians choose their president,not-clickbait
"With a Reunion Up Next, Bush Eases Back Into the Public Eye",not-clickbait
Soul singer Isaac Hayes dies at age 65,not-clickbait
New ash flight bans ordered in Ireland,not-clickbait
23 Things Teachers Actually Want For Christmas,clickbait
Queen Elizabeth II unveils New Zealand Memorial in London,not-clickbait
Can We Guess Your Zodiac Sign From The Animal You Choose,clickbait
40 Life Hacks From Disney Movies That Are Borderline Genius,clickbait
YouTube user gets instant fame for video defending Britney Spears,not-clickbait
Proof That Braids Look Best With Rainbow Hair,clickbait
17 Reasons Your Relationship Isn't As Solid As You Think,clickbait
"16 Reactions That Are All Too Real If You've Listened To Adele's ""Hello""",clickbait
This Is Why Mainland Europe Is Better At Christmas Than Everyone Else,clickbait
17 Of The Most Infuriatingly Unrealistic Cliches Used In Movies,clickbait
We Bought This Insane Star Wars Toy So You Don't Have To,clickbait
Bus attack in India kills many,not-clickbait
18 Presentations That Would Make You Pay Attention In Class,clickbait
"One dead, two injured after car crash in Somerset, England",not-clickbait
16 Celebrity Families Who Are Just Too Adorable On Instagram,clickbait
